No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
6009,PRME,"Prime Medicine, Inc.",Healthcare,Biotechnology,USA,1.64B,-,17.83,5.94%,"86,979"
6010,PRMW,Primo Water Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA,2.48B,-,15.60,1.04%,"368,952"
6011,PRN,Invesco DWA Industrials Momentum ETF,Financial,Exchange Traded Fund,USA,2.26B,-,86.94,0.73%,"40,773"
6012,PRNT,The 3D Printing ETF,Financial,Exchange Traded Fund,USA,-,-,20.31,0.48%,"20,642"
6013,PRO,"PROS Holdings, Inc.",Technology,Software - Application,USA,1.09B,-,23.41,-2.34%,"100,875"
6014,PROC,Procaps Group S.A.,Healthcare,Drug Manufacturers - Specialty & Generic,Luxembourg,616.01M,9.96,5.38,-1.47%,"7,375"
6015,PROF,Profound Medical Corp.,Healthcare,Medical Devices,Canada,212.73M,-,10.19,9.33%,"69,684"
6016,PROK,ProKidney Corp.,Healthcare,Biotechnology,USA,1.73B,-,6.53,-11.99%,"209,657"
6017,PROV,"Provident Financial Holdings, Inc.",Financial,Banks - Regional,USA,99.28M,11.93,13.77,-0.13%,"3,617"
6018,PRPH,"ProPhase Labs, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,161.11M,6.51,9.59,-3.13%,"86,609"
6019,PRPL,"Purple Innovation, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,454.60M,-,4.83,-2.42%,"328,812"
6020,PRPO,"Precipio, Inc.",Healthcare,Diagnostics & Research,USA,11.60M,-,0.55,8.41%,"120,565"
6022,PRSO,Peraso Inc.,Technology,Semiconductors,USA,19.00M,-,0.85,-1.78%,"8,324"
6023,PRSR,Prospector Capital Corp.,Financial,Shell Companies,USA,409.86M,438.70,10.09,0.00%,"20,255"
6024,PRSRU,Prospector Capital Corp.,Financial,Shell Companies,USA,409.91M,-,10.09,0.20%,"2,128"
6025,PRST,"Presto Automation, Inc.",Technology,Software - Application,USA,111.90M,-,2.18,-1.36%,"17,515"
6026,PRT,PermRock Royalty Trust,Energy,Oil & Gas Equipment & Services,USA,86.73M,7.93,7.40,3.79%,"72,874"
6027,PRTA,Prothena Corporation plc,Healthcare,Biotechnology,Ireland,3.00B,-,57.82,-1.60%,"572,779"
6028,PRTG,Portage Biotech Inc.,Healthcare,Biotechnology,Canada,80.21M,-,4.65,-1.06%,"22,149"
6029,PRTH,"Priority Technology Holdings, Inc.",Technology,Software - Infrastructure,USA,410.38M,-,5.32,-1.48%,"12,624"
6030,PRTK,"Paratek Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,102.80M,-,1.76,-4.86%,"288,948"
6031,PRTS,"CarParts.com, Inc.",Consumer Cyclical,Internet Retail,USA,327.90M,-,5.87,-2.33%,"660,941"
6032,PRTY,Party City Holdco Inc.,Consumer Cyclical,Specialty Retail,USA,37.39M,-,0.35,5.70%,"3,863,912"
6033,PRU,"Prudential Financial, Inc.",Financial,Insurance - Life,USA,36.31B,137.89,99.56,0.91%,"829,419"
6034,PRVA,"Privia Health Group, Inc.",Healthcare,Health Information Services,USA,2.71B,-,23.40,-1.35%,"382,201"
6035,PRVB,"Provention Bio, Inc.",Healthcare,Biotechnology,USA,867.53M,-,9.62,-3.32%,"951,398"
6036,PSA,Public Storage,Real Estate,REIT - Industrial,USA,49.18B,11.51,283.21,1.15%,"459,758"
6037,PSAGU,Property Solutions Acquisition Corp. II,Financial,Shell Companies,USA,-,121.20,10.06,-0.20%,100
6038,PSC,Principal U.S. Small-Cap Multi-Factor ETF,Financial,Exchange Traded Fund,USA,-,-,39.37,0.85%,"5,596"
6039,PSCC,Invesco S&P SmallCap Consumer Staples ETF,Financial,Exchange Traded Fund,USA,-,-,103.80,0.93%,362
6040,PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Financial,Exchange Traded Fund,USA,-,-,78.92,1.01%,421
6042,PSCF,Invesco S&P SmallCap Financials ETF,Financial,Exchange Traded Fund,USA,-,-,48.38,0.91%,148
6043,PSCH,Invesco S&P SmallCap Health Care ETF,Financial,Exchange Traded Fund,USA,-,-,131.53,-1.00%,"2,842"
6044,PSCI,Invesco S&P SmallCap Industrials ETF,Financial,Exchange Traded Fund,USA,-,-,89.14,0.87%,176
6045,PSCT,Invesco S&P SmallCap Information Technology ETF,Financial,Exchange Traded Fund,USA,-,-,118.79,-0.15%,"2,145"
6046,PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,Financial,Exchange Traded Fund,USA,-,-,54.03,1.09%,516
6047,PSDN,AdvisorShares Poseidon Dynamic Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,1.56,5.82%,"9,441"
6048,PSEC,Prospect Capital Corporation,Financial,Asset Management,USA,2.85B,13.02,7.16,1.13%,"1,034,325"
6049,PSEP,Innovator U.S. Equity Power Buffer ETF - September,Financial,Exchange Traded Fund,USA,-,-,29.27,0.36%,"7,438"
6050,PSET,Principal Quality ETF,Financial,Exchange Traded Fund,USA,-,-,49.90,0.32%,"10,033"
6051,PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,226.94M,12.02,18.87,0.05%,"64,020"
6052,PSFE,Paysafe Limited,Technology,Information Technology Services,United Kingdom,776.51M,-,12.82,0.08%,"396,204"
6053,PSHG,Performance Shipping Inc.,Industrials,Marine Shipping,Greece,13.91M,-,3.28,-4.65%,"64,977"
6054,PSI,Invesco Dynamic Semiconductors ETF,Financial,Exchange Traded Fund,USA,-,-,100.43,-0.10%,"30,211"
6055,PSIL,AdvisorShares Psychedelics ETF,Financial,Exchange Traded Fund,USA,-,-,1.87,-2.60%,"14,847"
6056,PSJ,Invesco Dynamic Software ETF,Financial,Exchange Traded Fund,USA,-,-,90.40,0.04%,"3,345"
6057,PSK,SPDR ICE Preferred Securities ETF,Financial,Exchange Traded Fund,USA,-,-,33.59,-0.12%,"138,781"
6058,PSL,Invesco DWA Consumer Staples Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,84.26,0.66%,"1,842"
6059,PSLV,Sprott Physical Silver Trust,Financial,Exchange Traded Fund,USA,3.77B,-,8.12,0.50%,"5,667,211"
6060,PSMB,Invesco Balanced Multi-Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,14.62,0.47%,"8,434"
6062,PSMG,Invesco Growth Multi-Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,16.37,0.76%,"2,737"
6063,PSMT,"PriceSmart, Inc.",Consumer Defensive,Discount Stores,USA,1.93B,18.64,62.88,1.22%,"56,025"
6064,PSN,Parsons Corporation,Industrials,Specialty Industrial Machinery,USA,4.76B,53.43,46.06,0.15%,"193,251"
6065,PSNL,"Personalis, Inc.",Healthcare,Biotechnology,USA,85.51M,-,1.95,4.84%,"359,732"
6066,PSNY,Polestar Automotive Holding UK PLC,Consumer Cyclical,Auto Manufacturers,Sweden,10.04B,-,4.88,2.52%,"1,302,502"
6067,PSNYW,Polestar Automotive Holding UK,Consumer Cyclical,Auto Manufacturers,Sweden,-,-,1.02,2.01%,"39,713"
6068,PSO,Pearson plc,Communication Services,Publishing,United Kingdom,8.18B,25.92,11.25,-0.53%,"186,413"
6069,PSP,Invesco Global Listed Private Equity ETF,Financial,Exchange Traded Fund,USA,-,-,9.48,0.74%,"119,890"
6070,PSPC,Post Holdings Partnering Corporation,Financial,Shell Companies,USA,439.92M,44.95,9.94,-0.15%,165
6071,PSQ,ProShares Short QQQ,Financial,Exchange Traded Fund,USA,-,-,14.66,-0.14%,"15,362,729"
6072,PSR,Invesco Active U.S. Real Estate Fund,Financial,Exchange Traded Fund,USA,-,-,87.46,0.98%,"8,851"
6073,PST,ProShares UltraShort 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,-,-,21.84,1.07%,"139,420"
6074,PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,USA,8.16B,592.22,26.65,-1.15%,"3,953,682"
6075,PSTL,"Postal Realty Trust, Inc.",Real Estate,REIT - Office,USA,277.46M,112.05,14.79,1.51%,"140,955"
6076,PSTP,Innovator Power Buffer Step-Up Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,24.86,0.52%,"17,321"
6077,PSTV,"Plus Therapeutics, Inc.",Healthcare,Biotechnology,USA,10.40M,-,0.31,0.00%,"132,189"
6078,PSTX,"Poseida Therapeutics, Inc.",Healthcare,Biotechnology,USA,441.80M,-,5.13,-0.19%,"428,805"
6079,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,47.51B,4.76,103.94,3.39%,"2,216,304"
6080,PT,Pintec Technology Holdings Limited,Financial,Credit Services,China,4.20M,-,0.46,-6.00%,"5,285"
6082,PTC,PTC Inc.,Technology,Software - Application,USA,14.35B,45.79,121.25,-0.74%,"304,774"
6083,PTCT,"PTC Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.68B,-,36.47,-2.17%,"275,944"
6084,PTE,"PolarityTE, Inc.",Healthcare,Biotechnology,USA,5.60M,-,0.78,0.26%,"31,865"
6085,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,3.47B,-,16.85,5.25%,"1,467,782"
6086,PTEU,Pacer Trendpilot European Index ETF,Financial,Exchange Traded Fund,USA,-,-,22.70,0.40%,"2,303"
6087,PTF,Invesco DWA Technology Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,113.95,-0.31%,"6,228"
6088,PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,USA,482.60M,-,10.09,2.85%,"697,376"
6089,PTH,Invesco DWA Healthcare Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,121.77,-1.53%,"4,037"
6090,PTIN,Pacer Trendpilot International ETF,Financial,Exchange Traded Fund,USA,-,-,24.33,0.25%,"9,804"
6091,PTIX,"Protagenic Therapeutics, Inc.",Healthcare,Biotechnology,USA,7.70M,-,0.39,-12.69%,"9,382"
6092,PTLC,Pacer Trendpilot US Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,37.48,0.05%,"74,489"
6093,PTLO,Portillo's Inc.,Consumer Cyclical,Restaurants,USA,1.27B,-,17.19,-2.11%,"277,043"
6094,PTMC,Pacer Trendpilot US Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,31.22,0.67%,"35,265"
6095,PTMN,Portman Ridge Finance Corporation,Financial,Closed-End Fund - Debt,USA,211.49M,95.70,22.01,-0.23%,"18,969"
6096,PTN,"Palatin Technologies, Inc.",Healthcare,Biotechnology,USA,26.50M,-,2.36,-7.81%,"144,887"
6097,PTNQ,Pacer Trendpilot 100 ETF,Financial,Exchange Traded Fund,USA,-,-,49.35,0.33%,"20,842"
6098,PTNR,Partner Communications Company Ltd.,Communication Services,Telecom Services,Israel,1.35B,21.58,7.10,1.72%,840
6099,PTON,"Peloton Interactive, Inc.",Consumer Cyclical,Leisure,USA,3.13B,-,8.89,-3.47%,"7,653,813"
6100,PTPI,"Petros Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,4.49M,-,2.08,-5.24%,"9,117"
6102,PTSI,"P.A.M. Transportation Services, Inc.",Industrials,Trucking,USA,571.39M,5.67,25.35,-1.55%,"23,793"
6103,PTVE,Pactiv Evergreen Inc.,Consumer Cyclical,Packaging & Containers,USA,2.03B,6.38,11.58,1.31%,"85,667"
6104,PTWOU,"Pono Capital Two, Inc.",Financial,Shell Companies,USA,122.36M,-,10.17,-1.26%,10
6105,PTY,PIMCO Corporate & Income Opportunity Fund,Financial,Closed-End Fund - Debt,USA,1.49B,13.75,12.65,0.00%,"548,332"
6106,PUBM,"PubMatic, Inc.",Technology,Software - Application,USA,657.94M,13.17,12.61,-1.29%,"519,393"
6107,PUCK,Goal Acquisitions Corp.,Financial,Shell Companies,USA,330.64M,-,9.98,0.10%,"50,369"
6108,PUI,Invesco DWA Utilities Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,34.58,1.32%,"1,153"
6109,PUK,Prudential plc,Financial,Insurance - Life,United Kingdom,36.53B,59.47,26.70,0.72%,"455,878"
6110,PULM,"Pulmatrix, Inc.",Healthcare,Biotechnology,USA,12.39M,-,3.50,2.94%,"34,769"
6111,PULS,PGIM Ultra Short Bond ETF,Financial,Exchange Traded Fund,USA,-,-,49.20,0.02%,"1,085,196"
6112,PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,1.12B,-,10.28,4.68%,"642,471"
6113,PUTW,WisdomTree CBOE S&P 500 PutWrite Strategy Fund,Financial,Exchange Traded Fund,USA,-,-,29.94,-0.85%,"4,345"
6114,PUYI,Puyi Inc.,Financial,Asset Management,China,422.77M,-,7.01,-0.00%,"1,175"
6115,PVAL,Putnam Focused Large Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,27.03,0.82%,"8,945"
6116,PVBC,"Provident Bancorp, Inc.",Financial,Banks - Regional,USA,129.47M,6.37,7.39,1.09%,"97,115"
6117,PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,USA,4.38B,11.11,70.06,1.37%,"608,723"
6118,PVI,Invesco VRDO Tax-Free ETF,Financial,Exchange Traded Fund,USA,-,-,24.92,0.00%,"16,521"
6119,PVL,Permianville Royalty Trust,Energy,Oil & Gas E&P,USA,108.59M,10.06,3.43,4.26%,"169,358"
6120,PW,Power REIT,Real Estate,REIT - Diversified,USA,13.52M,5.55,4.17,4.59%,"21,425"
6122,PWFL,"PowerFleet, Inc.",Technology,Communication Equipment,USA,90.39M,-,2.38,-4.80%,"15,994"
6123,PWOD,"Penns Woods Bancorp, Inc.",Financial,Banks - Regional,USA,188.77M,10.60,26.70,-0.15%,"4,942"
6124,PWP,Perella Weinberg Partners,Financial,Capital Markets,USA,831.00M,46.82,9.41,-0.32%,"196,644"
6125,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,USA,20.38B,49.23,144.20,1.13%,"405,662"
6126,PWS,Pacer WealthShield ETF,Financial,Exchange Traded Fund,USA,-,-,28.71,0.97%,"1,852"
6127,PWSC,"PowerSchool Holdings, Inc.",Technology,Software - Application,USA,4.47B,-,22.71,1.38%,"223,666"
6128,PWV,Invesco Dynamic Large Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,47.22,0.60%,"58,662"
6129,PWZ,Invesco California AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,24.23,0.08%,"158,001"
6130,PX,"P10, Inc.",Financial,Asset Management,USA,1.15B,45.40,9.76,-0.91%,"279,686"
6131,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,52.31B,8.17,229.11,4.07%,"1,562,721"
6132,PXE,Invesco Dynamic Energy Exploration & Production ETF,Financial,Exchange Traded Fund,USA,-,-,29.97,4.06%,"190,081"
6133,PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,41.80,0.70%,"154,274"
6134,PXH,Invesco FTSE RAFI Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,17.58,0.17%,"369,789"
6135,PXI,Invesco DWA Energy Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,44.15,3.47%,"13,343"
6136,PXJ,Invesco Dynamic Oil & Gas Services ETF,Financial,Exchange Traded Fund,USA,-,-,5.06,3.48%,"123,202"
6137,PXLW,"Pixelworks, Inc.",Technology,Semiconductors,USA,76.80M,-,1.38,-1.43%,"218,296"
6138,PXMD,"PaxMedica, Inc.",Healthcare,Biotechnology,USA,17.21M,-,1.40,-4.11%,"71,413"
6139,PXQ,Invesco Dynamic Networking ETF,Financial,Exchange Traded Fund,USA,-,-,70.02,-0.39%,304
6140,PXS,Pyxis Tankers Inc.,Industrials,Marine Shipping,Greece,55.12M,-,5.20,0.19%,"27,825"
6142,PYN,PIMCO New York Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,39.29M,14.25,6.84,-0.29%,"4,154"
6143,PYPD,PolyPid Ltd.,Healthcare,Biotechnology,Israel,13.60M,-,0.72,4.78%,"63,055"
6144,PYPE,UBS ETRACS NYSE Pickens Core Midstream Index ETN,Financial,Exchange Traded Fund,USA,-,-,20.91,-1.21%,737
6145,PYPL,"PayPal Holdings, Inc.",Financial,Credit Services,USA,78.17B,35.11,69.03,0.67%,"9,990,400"
6146,PYR,PyroGenesis Canada Inc.,Industrials,Specialty Industrial Machinery,Canada,153.42M,-,0.69,5.71%,"57,665"
6147,PYXS,"Pyxis Oncology, Inc.",Healthcare,Biotechnology,USA,42.50M,-,1.28,5.79%,"39,823"
6148,PYZ,Invesco DWA Basic Materials Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,80.47,0.97%,"6,936"
6149,PZA,Invesco National AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,23.19,0.35%,"1,043,324"
6150,PZC,PIMCO California Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,186.35M,22.43,8.30,0.48%,"42,326"
6151,PZG,Paramount Gold Nevada Corp.,Basic Materials,Gold,USA,18.78M,-,0.39,-2.63%,"71,448"
6152,PZT,Invesco New York AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,22.23,0.09%,"53,026"
6153,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,USA,2.91B,44.45,83.96,1.79%,"250,121"
6154,QABA,First Trust NASDAQ ABA Community Bank Index Fund,Financial,Exchange Traded Fund,USA,-,-,52.71,0.31%,"7,720"
6155,QAI,IQ Hedge Multi-Strategy Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,29.02,0.07%,"242,616"
6156,QARP,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,Financial,Exchange Traded Fund,USA,-,-,36.96,0.86%,"1,160"
6157,QAT,iShares MSCI Qatar ETF,Financial,Exchange Traded Fund,USA,-,-,18.83,-0.05%,"2,763"
6158,QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,Canada,209.59M,-,1.70,-9.57%,"171,761"
6159,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,Financial,Exchange Traded Fund,USA,-,-,48.44,-1.16%,"166,603"
6160,QCOM,QUALCOMM Incorporated,Technology,Semiconductors,USA,124.07B,9.70,110.84,0.14%,"5,356,708"
6162,QD,Qudian Inc.,Financial,Credit Services,China,236.19M,-,0.96,2.61%,"828,207"
6163,QDEC,FT Cboe Vest Nasdaq-100 Buffer ETF - December,Financial,Exchange Traded Fund,USA,-,-,18.28,-0.16%,"106,006"
6164,QDEF,FlexShares Quality Dividend Defensive Index Fund,Financial,Exchange Traded Fund,USA,-,-,51.60,0.61%,"14,272"
6165,QDEL,QuidelOrtho Corporation,Healthcare,Diagnostics & Research,USA,5.71B,5.04,84.70,-2.08%,"506,065"
6166,QDF,FlexShares Quality Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,52.71,0.59%,"72,292"
6167,QED,IQ Hedge Event-Driven Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,20.91,0.03%,4
6168,QEFA,SPDR MSCI EAFE StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,64.37,0.47%,"151,319"
6169,QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,53.18,0.16%,"7,289"
6170,QFIN,"360 DigiTech, Inc.",Financial,Credit Services,China,3.11B,4.83,19.26,-0.62%,"1,574,939"
6171,QFTA,Quantum FinTech Acquisition Corporation,Financial,Shell Companies,USA,251.07M,36.54,9.98,-0.05%,"2,606"
6172,QGEN,Qiagen N.V.,Healthcare,Diagnostics & Research,Netherlands,11.25B,24.52,49.31,-0.16%,"358,704"
6173,QGRO,American Century U.S. Quality Growth ETF,Financial,Exchange Traded Fund,USA,-,-,58.06,0.48%,"52,379"
6174,QH,Quhuo Limited,Technology,Software - Application,China,6.60M,-,1.17,-6.40%,"47,393"
6175,QID,ProShares UltraShort QQQ,Financial,Exchange Traded Fund,USA,-,-,25.78,-0.50%,"8,786,986"
6176,QINT,American Century Quality Diversified International ETF,Financial,Exchange Traded Fund,USA,-,-,39.97,0.42%,"42,474"
6177,QIPT,Quipt Home Medical Corp.,Healthcare,Medical Devices,USA,224.70M,26.06,4.69,-0.21%,"24,802"
6178,QLC,FlexShares US Quality Large Cap Index Fund,Financial,Exchange Traded Fund,USA,-,-,42.75,0.55%,"4,299"
6179,QLD,ProShares Ultra QQQ,Financial,Exchange Traded Fund,USA,-,-,35.43,0.48%,"3,989,812"
6180,QLGN,"Qualigen Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.60M,-,1.25,-6.32%,"23,827"
6182,QLS,IQ Hedge Long/Short Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,24.95,0.24%,"2,115"
6183,QLTA,iShares Aaa - A Rated Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,46.88,-0.32%,"66,918"
6184,QLV,FlexShares US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,50.45,0.53%,"5,551"
6185,QLVD,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,24.09,0.36%,"3,588"
6186,QLVE,FlexShares Emerging Markets Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,21.93,-0.26%,448
6187,QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,USA,4.21B,43.56,111.34,0.50%,"188,027"
6188,QMAR,FT Cboe Vest Nasdaq-100 Buffer ETF - March,Financial,Exchange Traded Fund,USA,-,-,19.01,0.35%,"7,879"
6189,QMCO,Quantum Corporation,Technology,Computer Hardware,USA,112.10M,-,1.14,5.56%,"125,327"
6190,QMN,IQ Hedge Market Neutral Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,25.33,-0.04%,"7,288"
6191,QMOM,Alpha Architect U.S. Quantitative Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,47.60,1.95%,"17,789"
6192,QNCX,"Quince Therapeutics, Inc.",Healthcare,Biotechnology,USA,22.48M,-,0.63,1.27%,"92,182"
6193,QNRX,"Quoin Pharmaceuticals, Ltd.",Healthcare,Biotechnology,USA,6.71M,-,1.32,-5.04%,"50,669"
6194,QNST,"QuinStreet, Inc.",Communication Services,Advertising Agencies,USA,762.16M,-,14.00,-1.48%,"182,310"
6195,QPX,AdvisorShares Q Dynamic Growth ETF,Financial,Exchange Traded Fund,USA,-,-,21.18,0.08%,"2,303"
6196,QQC,Simplify Nasdaq 100 plus convexity ETF,Financial,Exchange Traded Fund,USA,-,-,20.52,1.04%,39
6197,QQD,Simplify Nasdaq 100 plus Downside  convexity ETF,Financial,Exchange Traded Fund,USA,-,-,19.34,-1.93%,446
6198,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,Financial,Exchange Traded Fund,USA,-,-,88.74,-0.17%,"69,311"
6199,QQH,HCM Defender 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,34.14,0.12%,"25,747"
6200,QQQ,Invesco QQQ Trust,Financial,Exchange Traded Fund,USA,-,-,267.36,0.22%,"39,373,584"
6202,QQQJ,Invesco NASDAQ Next Gen 100 ETF,Financial,Exchange Traded Fund,USA,-,-,23.94,0.04%,"247,654"
6203,QQQM,Invesco NASDAQ 100 ETF,Financial,Exchange Traded Fund,USA,-,-,110.03,0.22%,"854,732"
6204,QQQN,VictoryShares Nasdaq Next 50 ETF,Financial,Exchange Traded Fund,USA,-,-,24.07,-0.12%,"1,827"
6205,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,961.55M,4.04,20.45,-0.34%,"135,826"
6206,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,Financial,Exchange Traded Fund,USA,-,-,76.46,-0.07%,"2,707"
6207,QRFT,QRAFT AI-Enhanced U.S. Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,35.95,0.53%,"1,005"
6208,QRHC,Quest Resource Holding Corporation,Industrials,Waste Management,USA,123.07M,-,6.12,-1.77%,"36,248"
6209,QRMI,Global X NASDAQ 100 Risk Managed Income ETF,Financial,Exchange Traded Fund,USA,-,-,17.55,0.23%,306
6210,QRTEA,"Qurate Retail, Inc.",Consumer Cyclical,Internet Retail,USA,626.00M,-,1.62,5.19%,"4,708,240"
6211,QRTEB,"Qurate Retail, Inc.",Consumer Cyclical,Internet Retail,USA,664.26M,18.35,6.24,4.00%,"3,304"
6212,QRTEP,"Qurate Retail, Inc.",Consumer Cyclical,Internet Retail,USA,657.87M,105.42,35.00,-2.36%,"68,047"
6213,QRVO,"Qorvo, Inc.",Technology,Semiconductors,USA,9.23B,14.21,90.50,-0.63%,"667,652"
6214,QS,QuantumScape Corporation,Consumer Cyclical,Auto Parts,USA,2.46B,-,5.60,-0.71%,"3,790,373"
6215,QSI,Quantum-Si incorporated,Healthcare,Biotechnology,USA,292.20M,-,2.07,-0.96%,"511,055"
6216,QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants,Canada,19.83B,21.12,64.99,0.53%,"515,765"
6217,QTEC,First Trust NASDAQ-100-Technology Sector Index Fund,Financial,Exchange Traded Fund,USA,-,-,104.93,-0.15%,"50,603"
6218,QTEK,QualTek Services Inc.,Communication Services,Telecom Services,USA,19.90M,-,0.39,-0.26%,"75,952"
6219,QTNT,Quotient Limited,Healthcare,Diagnostics & Research,Switzerland,0.70M,-,0.19,-10.46%,"324,550"
6220,QTRX,Quanterix Corporation,Healthcare,Medical Devices,USA,486.46M,-,12.90,-1.75%,"194,408"
6222,QTUM,Defiance Quantum ETF,Financial,Exchange Traded Fund,USA,-,-,39.31,0.13%,"6,722"
6223,QTWO,"Q2 Holdings, Inc.",Technology,Software - Application,USA,1.46B,-,25.21,-0.36%,"448,829"
6224,QUAD,"Quad/Graphics, Inc.",Industrials,Specialty Business Services,USA,183.39M,-,3.71,6.61%,"156,571"
6225,QUAL,iShares MSCI USA Quality Factor ETF,Financial,Exchange Traded Fund,USA,-,-,114.44,0.59%,"799,657"
6226,QUBT,"Quantum Computing, Inc.",Technology,Computer Hardware,USA,81.00M,-,1.56,2.63%,"42,608"
6227,QUIK,QuickLogic Corporation,Technology,Semiconductors,USA,65.00M,-,5.11,3.02%,"66,124"
6228,QUMU,Qumu Corporation,Technology,Software - Application,USA,15.80M,-,0.88,-0.28%,"138,043"
6229,QUOT,Quotient Technology Inc.,Communication Services,Advertising Agencies,USA,302.70M,-,3.07,-1.92%,"548,487"
6230,QURE,uniQure N.V.,Healthcare,Biotechnology,Netherlands,1.11B,-,23.29,-1.77%,"474,238"
6231,QUS,SPDR MSCI USA StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,110.46,0.49%,"23,797"
6232,QVAL,Alpha Architect U.S. Quantitative Value ETF,Financial,Exchange Traded Fund,USA,-,-,33.19,2.00%,"20,452"
6233,QVOY,Q3 All-Season Active Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,24.91,0.66%,"5,077"
6234,QYLD,Global X NASDAQ 100 Covered Call ETF,Financial,Exchange Traded Fund,USA,-,-,16.07,0.19%,"3,068,928"
6235,QYLG,Global X Nasdaq 100 Covered Call & Growth ETF,Financial,Exchange Traded Fund,USA,-,-,22.31,0.00%,"7,226"
6236,R,"Ryder System, Inc.",Industrials,Rental & Leasing Services,USA,4.21B,5.21,84.69,1.01%,"137,098"
6237,RA,Brookfield Real Assets Income Fund Inc.,Financial,Asset Management,USA,895.74M,6.68,16.63,0.91%,"259,514"
6238,RAAS,Cloopen Group Holding Limited,Technology,Software - Application,China,138.05M,-,0.80,-4.20%,"44,094"
6239,RAAX,VanEck Inflation Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,25.24,1.53%,"30,839"
